AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Premis Desc,Weapon Desc,Status Desc,LOCATION,Cross Street,Month
Central,BATTERY - SIMPLE ASSAULT,20.0,F,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,800 S  HILL                         ST,,07
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),50.0,M,PARKING LOT,,Invest Cont,100 E  5TH                          ST,,07
Central,VIOLATION OF COURT ORDER,56.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Adult Other,600 E  5TH                          ST,,07
Central,BATTERY - SIMPLE ASSAULT,53.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1000 N  ALAMEDA                      ST,,07
Central,BATTERY - SIMPLE ASSAULT,28.0,M,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,SPRING                       ST,8TH                          ST,07
Central,DOCUMENT FORGERY / STOLEN FELONY,,M,HOTEL,,Invest Cont,900 W  OLYMPIC                      BL,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33.0,F,STREET,,Invest Cont,1100    MAPLE                        AV,,07
Central,THEFT OF IDENTITY,34.0,F,OTHER BUSINESS,,Invest Cont,1100    MAPLE                        AV,,07
Central,THEFT OF IDENTITY,53.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,700 W  17TH                         ST,,07
Central,THEFT OF IDENTITY,49.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,700 W  17TH                         ST,,07
Central,BURGLARY FROM VEHICLE,25.0,M,PARKING LOT,,Invest Cont,1200 S  FIGUEROA                     ST,,07
Central,BOMB SCARE,,M,POLICE FACILITY,VERBAL THREAT,Invest Cont,100 N  LOS ANGELES                  ST,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",48.0,M,OTHER BUSINESS,,Invest Cont,1100 S  BROADWAY,,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),48.0,M,OTHER BUSINESS,,Invest Cont,1100 S  BROADWAY,,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),28.0,F,OTHER BUSINESS,,Invest Cont,100 W  5TH                          ST,,07
Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,42.0,M,MANUFACTURING COMPANY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  SAN PEDRO                    ST,,07
Central,BURGLARY FROM VEHICLE,27.0,M,PARKING UNDERGROUND/BUILDING,,Invest Cont,600 W  6TH                          ST,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",35.0,M,PARKING LOT,,Invest Cont,600 S  FLOWER                       ST,,07
Central,BOMB SCARE,,M,MEDICAL/DENTAL OFFICES,VERBAL THREAT,Invest Cont,700 S  FIGUEROA                     ST,,07
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39.0,M,OTHER BUSINESS,,Invest Cont,600 S  FIGUEROA                     ST,,07
Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),44.0,F,PARKING LOT,,Invest Cont,800 N  BROADWAY,,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32.0,M,STREET,VEHICLE,Invest Cont,SANTA FE,JESSE,07
Central,OTHER MISCELLANEOUS CRIME,,M,OTHER PREMISE,,Adult Other,600 S  SAN PEDRO                    ST,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",46.0,F,OTHER BUSINESS,,Invest Cont,700 S  HILL                         ST,,07
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,38.0,F,STREET,,Adult Other,SAN PEDRO                    ST,WINSTON,07
Central,BATTERY - SIMPLE ASSAULT,38.0,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,SAN PEDRO                    ST,WINSTON,07
Central,OTHER MISCELLANEOUS CRIME,,F,OTHER PREMISE,,Invest Cont,200 E  6TH                          ST,,07
Central,BURGLARY,50.0,M,OTHER BUSINESS,,Invest Cont,600 W  9TH                          ST,,07
Central,CRUELTY TO ANIMALS,,M,STREET,,Invest Cont,300 W  11TH                         ST,,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),59.0,M,MOTEL,,Invest Cont,5TH                          ST,SAN JULIAN,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),49.0,M,SIDEWALK,,Invest Cont,6TH                          ST,STANFORD,07
Central,BATTERY - SIMPLE ASSAULT,53.0,F,HOTEL,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,600 S  MAIN                         ST,,07
Central,OTHER MISCELLANEOUS CRIME,,M,SIDEWALK,,Invest Cont,600 N  SPRING                       ST,,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),50.0,M,LIBRARY,,Invest Cont,600 W  5TH                          ST,,07
Central,BURGLARY,19.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,500 S  SPRING                       ST,,07
Central,BATTERY - SIMPLE ASSAULT,37.0,F,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  FIGUEROA                     ST,,07
Central,BURGLARY FROM VEHICLE,38.0,M,SIDEWALK,,Invest Cont,HILL                         ST,WASHINGTON                   BL,07
Central,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",32.0,F,STREET,,Invest Cont,500 S  SPRING                       ST,,07
Central,DOCUMENT FORGERY / STOLEN FELONY,39.0,F,OTHER BUSINESS,,Invest Cont,800    WILSHIRE                     BL,,07
Central,BATTERY - SIMPLE ASSAULT,41.0,M,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1000 S  BROADWAY,,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),,M,RESTAURANT/FAST FOOD,,Adult Arrest,800    WILSHIRE                     BL,,07
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,900 N  BEAUDRY                      AV,,07
Central,BATTERY - SIMPLE ASSAULT,35.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4TH,SPRING                       ST,07
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),53.0,F,SINGLE FAMILY DWELLING,,Invest Cont,300    BLOOM                        ST,,07
Central,INTIMATE PARTNER - SIMPLE ASSAULT,27.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,700 W  6TH                          ST,,07
Central,BATTERY - SIMPLE ASSAULT,45.0,F,OTHER PREMISE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  SAN PEDRO                    ST,,07
Central,"BURGLARY FROM VEHICLE, ATTEMPTED",51.0,M,STREET,,Invest Cont,100 N  FREMONT                      AV,,07
Central,INTIMATE PARTNER - SIMPLE ASSAULT,47.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,8TH,MAPLE,07
Central,ATTEMPTED ROBBERY,52.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  SAN PEDRO                    ST,,07
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),44.0,M,PARKING LOT,,Invest Cont,11TH                         ST,OLIVE                        ST,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",31.0,M,STREET,,Invest Cont,6TH                          ST,FLOWER                       ST,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),50.0,F,RESTAURANT/FAST FOOD,,Invest Cont,300 S  GRAND                        AV,,07
Central,BATTERY WITH SEXUAL CONTACT,19.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1300    MAGDALENA                    ST,,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45.0,M,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,4TH,BROADWAY,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36.0,M,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,4TH,BROADWAY,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35.0,M,STREET,ROCK/THROWN OBJECT,Invest Cont,4TH,BROADWAY,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",51.0,F,OTHER PREMISE,,Invest Cont,100    PASEO DE LA PLAZA,,07
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,53.0,M,STREET,VERBAL THREAT,Invest Cont,600    SAN JULIAN                   ST,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",40.0,M,STREET,,Invest Cont,1100    SANTEE                       ST,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",60.0,M,OTHER BUSINESS,,Invest Cont,200 W  5TH                          ST,,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),53.0,M,OTHER PREMISE,,Invest Cont,700 S  FLOWER                       ST,,07
Central,OTHER MISCELLANEOUS CRIME,9.0,M,SIDEWALK,,Adult Arrest,5TH,SAN PEDRO                    ST,07
Central,BATTERY - SIMPLE ASSAULT,45.0,M,OTHER STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1100    SANTEE                       ST,,07
Central,BATTERY - SIMPLE ASSAULT,33.0,M,OTHER PREMISE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  SAN PEDRO                    ST,,07
Central,OTHER MISCELLANEOUS CRIME,48.0,M,OTHER STORE,,Invest Cont,800 S  LOS ANGELES                  ST,,07
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,60.0,F,HOTEL,VERBAL THREAT,Invest Cont,800 E  6TH                          ST,,07
Central,THEFT OF IDENTITY,59.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,500 S  SPRING                       ST,,07
Central,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",54.0,F,SINGLE FAMILY DWELLING,,Invest Cont,500 N  FIGUEROA                     ST,,07
Central,BURGLARY FROM VEHICLE,24.0,M,PARKING LOT,,Invest Cont,2ND,ALAMEDA                      ST,07
Central,BURGLARY FROM VEHICLE,21.0,M,STREET,,Invest Cont,900    YALE                         ST,,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45.0,F,HOSPITAL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1300 S  HOPE                         ST,,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49.0,M,STREET,OTHER KNIFE,Invest Cont,CESAR E CHAVEZ               BL,MAIN                         ST,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),80.0,M,RESTAURANT/FAST FOOD,,Invest Cont,1800 S  HILL                         ST,,07
Central,BURGLARY FROM VEHICLE,34.0,M,PARKING LOT,,Invest Cont,800 S  OLIVE                        ST,,07
Central,BURGLARY FROM VEHICLE,25.0,M,PARKING LOT,,Invest Cont,800 S  OLIVE                        ST,,07
Central,BATTERY - SIMPLE ASSAULT,34.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7TH                          ST,GRAND                        AV,07
Central,BATTERY - SIMPLE ASSAULT,23.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7TH                          ST,GRAND                        AV,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31.0,M,STREET,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,SAN JULIAN,5TH                          ST,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),49.0,M,LIBRARY,,Invest Cont,200 S  LOS ANGELES                  ST,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",42.0,F,OTHER BUSINESS,,Invest Cont,1000    SANTEE                       ST,,07
Central,BURGLARY FROM VEHICLE,46.0,F,PARKING LOT,,Invest Cont,600 S  FLOWER                       ST,,07
Central,BURGLARY,84.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,200 S  OLIVE                        ST,,07
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),22.0,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,7TH                          ST,SAN JULIAN,07
Central,BATTERY - SIMPLE ASSAULT,40.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600    SAN JULIAN                   ST,,07
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",52.0,M,HOTEL,,Adult Arrest,300 E  5TH                          ST,,07
Central,VEHICLE - STOLEN,,,PARKING LOT,,Invest Cont,LOS ANGELES,6TH                          ST,07
Central,INTIMATE PARTNER - SIMPLE ASSAULT,49.0,F,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 S  MAIN                         ST,,07
Central,INTIMATE PARTNER - SIMPLE ASSAULT,22.0,F,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 W  OLYMPIC                      BL,,07
Central,BATTERY - SIMPLE ASSAULT,26.0,M,BAR/COCKTAIL/NIGHTCLUB,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 W  7TH                          ST,,07
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),24.0,M,OTHER PREMISE,,Invest Cont,500 S  SAN PEDRO                    ST,,07
Central,BURGLARY FROM VEHICLE,26.0,M,PARKING LOT,,Invest Cont,300 W  8TH                          ST,,07
Central,BATTERY - SIMPLE ASSAULT,70.0,M,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH,WALL                         ST,07
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,24.0,F,SINGLE FAMILY DWELLING,VERBAL THREAT,Invest Cont,400 S  HILL                         ST,,07
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,42.0,F,SINGLE FAMILY DWELLING,VERBAL THREAT,Invest Cont,400 S  HILL                         ST,,07
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,20.0,M,BANK,VERBAL THREAT,Adult Other,500 S  HILL                         ST,,07
Central,INTIMATE PARTNER - SIMPLE ASSAULT,45.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,4TH,SAN PEDRO                    ST,07
Central,BATTERY - SIMPLE ASSAULT,57.0,F,MEDICAL/DENTAL OFFICES,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,700 W  COLLEGE                      ST,,07
Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),25.0,M,OTHER STORE,,Invest Cont,500 S  BROADWAY,,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,700 N  BUNKER HILL                  AV,,07
Central,BATTERY - SIMPLE ASSAULT,20.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,700 N  BUNKER HILL                  AV,,07
Central,VEHICLE - STOLEN,,,GARAGE/CARPORT,,Invest Cont,500 S  MAIN                         ST,,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),20.0,F,STREET,,Invest Cont,SANTEE                       ST,12TH                         ST,07
Central,BURGLARY,26.0,M,PARKING LOT,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,600 S  MAIN                         ST,,07
Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,32.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 S  FLOWER                       ST,,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH,SAN JULIAN,07
Central,THEFT OF IDENTITY,55.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,500 S  MAIN                         ST,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24.0,M,OTHER STORE,,Invest Cont,7TH,OLIVE,07
Central,INTIMATE PARTNER - SIMPLE ASSAULT,44.0,F,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,MAPLE,PICO,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),26.0,M,RESTAURANT/FAST FOOD,,Invest Cont,2ND                          ST,CENTRAL,07
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,42.0,F,SIDEWALK,VERBAL THREAT,Invest Cont,400 E  6TH                          ST,,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),24.0,F,STREET,,Adult Other,FIGUEROA,OLYMPIC                      BL,07
Central,BURGLARY,,M,JEWELRY STORE,,Invest Cont,800 S  BROADWAY,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",49.0,M,OTHER BUSINESS,,Invest Cont,600 S  BROADWAY,,07
Central,BATTERY - SIMPLE ASSAULT,47.0,F,PAWN SHOP,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 W  5TH                          ST,,07
Central,ROBBERY,38.0,F,SIDEWALK,VERBAL THREAT,Invest Cont,WINSTON                      ST,SAN PEDRO,07
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),47.0,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,600 S  SAN PEDRO                    ST,,07
Central,EXTORTION,26.0,F,HOTEL,,Invest Cont,500 S  GRAND                        AV,,07
Central,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",26.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,500 N  FIGUEROA                     ST,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",47.0,F,HOTEL,,Invest Cont,500 S  SPRING                       ST,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",35.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,300 W  5TH                          ST,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",48.0,M,OTHER BUSINESS,,Invest Cont,1000 N  HILL                         ST,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",53.0,M,HEALTH SPA/GYM,,Invest Cont,700 S  FLOWER                       ST,,07
Central,ATTEMPTED ROBBERY,62.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,BROADWAY                     AV,4TH                          ST,07
Central,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",43.0,M,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  OLIVE                        ST,,07
Central,VIOLATION OF COURT ORDER,52.0,M,OTHER BUSINESS,,Invest Cont,300    BOYD                         ST,,07
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),18.0,M,STREET,,Invest Cont,FIGUEROA                     ST,TEMPLE                       ST,07
Central,BURGLARY,50.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1200 E  6TH                          ST,,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),23.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,300 W  5TH                          ST,,07
Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,48.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1300 S  HOPE                         ST,,07
Central,BATTERY - SIMPLE ASSAULT,33.0,M,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  SAN PEDRO                    ST,,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  OLIVE                        ST,,07
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),33.0,M,OTHER PREMISE,,Invest Cont,1000 S  LOS ANGELES                  ST,,07
Central,BATTERY - SIMPLE ASSAULT,50.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500    SAN JULIAN                   ST,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",38.0,M,PARKING UNDERGROUND/BUILDING,,Invest Cont,500 S  SPRING                       ST,,07
Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),23.0,F,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,,07
Central,BATTERY POLICE (SIMPLE),,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,HILL                         ST,COLLEGE,07
Central,ROBBERY,21.0,F,BUS STOP,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7TH                          ST,MAIN                         ST,07
Central,BURGLARY,,M,RESTAURANT/FAST FOOD,,Invest Cont,800 S  BROADWAY,,07
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,TEMPLE                       ST,CENTER                       ST,07
Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,STREET,,Invest Cont,300 S  HOPE                         ST,,07
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,31.0,F,SINGLE FAMILY DWELLING,VERBAL THREAT,Invest Cont,1600 S  HOPE                         ST,,07
Central,BATTERY - SIMPLE ASSAULT,22.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,12TH,FIGUEROA                     ST,07
Central,BURGLARY FROM VEHICLE,55.0,M,PARKING LOT,,Invest Cont,1000 W  OLYMPIC                      BL,,07
Central,BURGLARY FROM VEHICLE,68.0,M,CONVENTION CENTER,,Invest Cont,1200 S  FIGUEROA                     ST,,07
Central,VEHICLE - STOLEN,,,PARKING LOT,,Invest Cont,500 N  FIGUEROA                     ST,,07
Central,BATTERY - SIMPLE ASSAULT,56.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1300 S  FLOWER                       ST,,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52.0,M,SIDEWALK,HAND GUN,Invest Cont,1800    INDUSTRIAL                   ST,,07
Central,THEFT PLAIN - PETTY ($950 & UNDER),44.0,M,BUS STOP,,Invest Cont,CESAR E CHAVEZ,MAIN                         ST,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",52.0,M,OTHER BUSINESS,,Invest Cont,700 N  BROADWAY,,07
Central,BATTERY - SIMPLE ASSAULT,24.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  FLOWER                       ST,,07
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",31.0,F,HOTEL,,Invest Cont,900 W  OLYMPIC                      BL,,07
Central,BATTERY - SIMPLE ASSAULT,22.0,F,PUBLIC RESTROOM(INDOORS-INSIDE),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,500 N  MAIN                         ST,,06
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),48.0,M,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,Invest Cont,500    RAMIREZ                      ST,,07
Central,ROBBERY,55.0,M,JEWELRY STORE,SIMULATED GUN,Invest Cont,400 S  BROADWAY,,07
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",HAND GUN,Invest Cont,600 S  CENTRAL                      AV,,07
Central,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),23.0,M,DEPARTMENT STORE,,Adult Arrest,700 W  7TH                          ST,,07
Central,BATTERY - SIMPLE ASSAULT,43.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH,SPRING                       ST,07
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,300 S  BROADWAY,,07
Central,BATTERY - SIMPLE ASSAULT,19.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH,MAPLE                        AV,07
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),56.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,600    WALL                         ST,,07
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,34.0,F,HOSPITAL,VERBAL THREAT,Invest Cont,1300 S  HOPE                         ST,,07
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,15TH                         ST,SANTEE                       ST,07
Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,STREET,,Invest Cont,800    SAN JULIAN                   ST,,07
Central,BATTERY - SIMPLE ASSAULT,53.0,M,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1100 S  FIGUEROA                     ST,,07
Central,INTIMATE PARTNER - SIMPLE ASSAULT,43.0,F,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,400    BAUCHET                      ST,,07
Central,BURGLARY FROM VEHICLE,52.0,F,PARKING UNDERGROUND/BUILDING,,Invest Cont,1200 S  MAIN                         ST,,07
Central,THEFT PLAIN - ATTEMPT,30.0,M,OTHER BUSINESS,,Invest Cont,800 E  3RD                          ST,,07
Central,BATTERY - SIMPLE ASSAULT,43.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,500    SAN JULIAN                   ST,,07
Central,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",31.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1600 S  HOPE                         ST,,07
Central,THEFT OF IDENTITY,55.0,M,HOTEL,,Invest Cont,500    SAN JULIAN                   ST,,07
